,time,open,high,low,close,volume,ticker,action,action_converted,confidence,shares_held,ep_net
42,3/9/2020,7.36,7.48,7.36,7.36,3576610,SSI,-0.4343757629394531,SELL_30,0.08538737893104553,50044,815897.4267500003
43,3/10/2020,7.05,7.41,7.05,7.36,3374030,SSI,0.19100737571716309,BUY_20,0.3445764482021332,80449,776253.6359500003
44,3/11/2020,7.48,7.5,6.87,6.87,3614130,SSI,0.9862896203994751,BUY_50,0.3965494632720947,96720,732617.8541800004
45,3/12/2020,6.53,6.63,6.39,6.42,4606030,SSI,1.819995641708374,BUY_50,0.32561513781547546,105417,719911.9794400003
46,3/13/2020,6.01,6.51,6.01,6.3,4484960,SSI,0.9202890992164612,BUY_50,0.35398536920547485,109844,719884.0893400003
47,3/16/2020,6.39,6.44,6.25,6.3,2897920,SSI,3.442152976989746,BUY_50,0.06410964578390121,112055,766933.2600400003
48,3/17/2020,6.2,6.72,6.06,6.72,4834780,SSI,0.37141919136047363,BUY_30,0.19790853559970856,113090,740915.6048400003
49,3/18/2020,6.82,6.82,6.44,6.49,3190370,SSI,1.7629867792129517,BUY_50,0.3903595805168152,113626,740912.1262000003
50,3/19/2020,6.34,6.58,6.3,6.49,2568540,SSI,0.6154494881629944,BUY_50,0.2572735846042633,113894,748882.9668800002
51,3/20/2020,6.63,6.65,6.44,6.56,2868770,SSI,0.011717677116394043,HOLD,0.12215416878461838,114026,697570.4009600003
52,3/23/2020,6.25,6.34,6.11,6.11,3296350,SSI,1.7525850534439087,BUY_50,0.39075586199760437,114097,675891.5371500003
53,3/24/2020,6.13,6.16,5.78,5.92,3009990,SSI,3.0993223190307617,BUY_50,0.11955855041742325,114133,721544.5240300004
54,3/25/2020,6.16,6.32,6.04,6.32,2376040,SSI,1.1047683954238892,BUY_50,0.36195802688598633,114150,699855.9165900004
55,3/26/2020,6.25,6.27,6.11,6.13,1256940,SSI,0.9941824674606323,BUY_50,0.34272128343582153,114159,667891.3414200003
56,3/27/2020,6.16,6.18,5.85,5.85,2469460,SSI,0.3207688331604004,BUY_30,0.18854323029518127,114164,621084.0721700004
57,3/30/2020,5.63,5.63,5.44,5.44,2427550,SSI,1.2506083250045776,BUY_50,0.38202881813049316,114166,626792.3612900003
58,3/31/2020,5.54,5.66,5.26,5.49,1680730,SSI,1.1295242309570312,BUY_50,0.36596813797950745,114167,670175.8158000003
59,4/1/2020,5.49,5.87,5.49,5.87,3715270,SSI,2.035872220993042,BUY_50,0.35363954305648804,114168,715843.0099300003
60,4/3/2020,6.11,6.27,6.06,6.27,4544530,SSI,2.6151299476623535,BUY_50,0.2249916046857834,114168,764935.2499300003
61,4/6/2020,6.61,6.7,6.53,6.7,5473010,SSI,1.19261634349823,BUY_50,0.3749468922615051,114168,764935.2499300003
62,4/7/2020,6.87,6.89,6.63,6.7,6377610,SSI,1.044175386428833,BUY_50,0.35194751620292664,114168,775210.3699300003
63,4/8/2020,6.58,6.87,6.44,6.79,4091610,SSI,2.63938045501709,BUY_50,0.21916204690933228,114168,827727.6499300003
64,4/9/2020,7.14,7.25,7.11,7.25,5507100,SSI,4.052232265472412,BUY_50,0.017206942662596703,114168,833436.0499300003
65,4/10/2020,7.3,7.47,7.14,7.3,3233820,SSI,2.074336290359497,BUY_50,0.34676051139831543,114168,824302.6099300003
66,4/13/2020,7.22,7.36,7.14,7.22,3573400,SSI,2.7799108028411865,BUY_50,0.1860693395137787,114168,827727.6499300003
67,4/14/2020,7.17,7.25,7.0,7.25,3902110,SSI,1.0246295928955078,BUY_50,0.348454087972641,114168,836861.0899300004
68,4/15/2020,7.3,7.39,7.25,7.33,3075990,SSI,1.717077612876892,BUY_50,0.3930686116218567,114168,836861.0899300004
69,4/16/2020,7.25,7.44,7.19,7.33,2603060,SSI,2.3143739700317383,BUY_50,0.2967015206813812,114168,852844.6099300003
70,4/17/2020,7.41,7.58,7.39,7.47,3936040,SSI,1.6566593647003174,BUY_50,0.3964560031890869,114168,858553.0099300003
71,4/20/2020,7.5,7.58,7.39,7.52,3326260,SSI,1.4961873292922974,BUY_50,0.398470401763916,114168,806035.7299300003
72,4/21/2020,7.3,7.39,7.0,7.06,4437860,SSI,0.30126631259918213,BUY_30,0.18411780893802643,114168,833436.0499300003
73,4/22/2020,6.87,7.39,6.87,7.3,3435210,SSI,0.9352245926856995,BUY_50,0.3312920928001404,114168,833436.0499300003
74,4/23/2020,7.41,7.58,7.3,7.3,2594810,SSI,2.0839297771453857,BUY_50,0.3449876606464386,114168,831152.6899300003
75,4/24/2020,7.28,7.33,7.17,7.28,1507530,SSI,0.5705833435058594,BUY_50,0.24819806218147278,114168,820877.5699300003
76,4/27/2020,7.33,7.33,7.17,7.19,2112890,SSI,3.300739288330078,BUY_50,0.08539002388715744,114168,811744.1299300003
77,4/28/2020,7.19,7.19,7.03,7.11,2587110,SSI,-0.8333373069763184,SELL_50,0.023592934012413025,57084,813050.7826900004
78,4/29/2020,7.14,7.19,7.08,7.14,1454150,SSI,0.6657812595367432,BUY_50,0.39773568511009216,85478,799171.5695300004
79,5/4/2020,7.08,7.14,6.98,6.98,2180310,SSI,0.5684074759483337,BUY_50,0.37512215971946716,99986,796070.7236900005
80,5/5/2020,6.98,7.08,6.92,6.95,1667710,SSI,-0.1335887908935547,SELL_20,0.15664975345134735,49993,803722.1523400005
81,5/6/2020,7.0,7.14,6.98,7.11,1675700,SSI,1.9361553192138672,BUY_50,0.19327311217784882,81517,814910.3967000004
82,5/7/2020,7.11,7.25,7.08,7.25,2332040,SSI,2.081845998764038,BUY_50,0.19363711774349213,96959,830311.8822000005
83,5/8/2020,7.25,7.58,7.25,7.41,7919390,SSI,0.30692529678344727,BUY_30,0.27179357409477234,104505,867877.7663400004
84,5/11/2020,7.52,7.77,7.5,7.77,6209600,SSI,2.368258476257324,BUY_50,0.2515290379524231,108100,871092.8331900004
85,5/12/2020,7.69,7.88,7.58,7.8,3956090,SSI,-0.4587641954421997,SELL_30,0.05545767769217491,54050,866347.2431900004
86,5/13/2020,7.69,7.85,7.52,7.72,5490540,SSI,-0.8604714274406433,SELL_50,0.11184263974428177,27025,869111.3601900004
87,5/14/2020,7.61,8.05,7.61,7.83,5857120,SSI,2.3472483158111572,BUY_50,0.1052170917391777,69011,857050.7398100004
88,5/15/2020,7.88,7.94,7.63,7.66,3732360,SSI,-0.9222707748413086,SELL_50,0.0940263643860817,34506,860582.0915100004
89,5/18/2020,7.66,7.8,7.61,7.77,2313840,SSI,2.083427667617798,BUY_50,0.15725740790367126,72631,866096.3402600004
90,5/19/2020,7.96,8.02,7.8,7.85,6873020,SSI,1.5385892391204834,BUY_50,0.30328667163848877,91480,865948.3756100005
91,5/20/2020,7.83,7.91,7.8,7.85,2577550,SSI,2.4112136363983154,BUY_50,0.1577657014131546,100895,868901.3178600004
92,5/21/2020,7.94,7.96,7.8,7.88,3314490,SSI,1.493214726448059,BUY_50,0.394663542509079,105580,865697.0000600005
93,5/22/2020,7.8,8.07,7.74,7.85,7455010,SSI,1.3560413122177124,BUY_50,0.39588993787765503,107929,880788.6204100006
94,5/25/2020,7.91,8.02,7.85,7.99,6022830,SSI,0.2835921049118042,BUY_20,0.178246408700943,109082,928775.4879400005
95,5/26/2020,8.07,8.46,8.05,8.43,8120570,SSI,3.011911392211914,BUY_50,0.13801579177379608,109628,901363.8851600004
96,5/27/2020,8.51,8.54,8.18,8.18,7938010,SSI,2.579827308654785,BUY_50,0.23552601039409637,109909,899163.4065800005
97,5/28/2020,8.18,8.29,8.13,8.16,4876490,SSI,2.9492883682250977,BUY_50,0.15008443593978882,110050,895860.7560200006
98,5/29/2020,8.13,8.18,8.05,8.13,3573780,SSI,2.40749454498291,BUY_50,0.2761055529117584,110120,920086.5869200005
99,6/1/2020,8.18,8.4,8.16,8.35,4455460,SSI,2.2462005615234375,BUY_50,0.3125779926776886,110155,911273.8946700004
100,6/2/2020,8.4,8.43,8.24,8.27,6106810,SSI,2.6877713203430176,BUY_50,0.20794492959976196,110172,920087.5140800005
101,6/3/2020,8.29,8.35,8.24,8.35,3251400,SSI,1.3394782543182373,BUY_50,0.39056140184402466,110181,949836.3089300005
102,6/4/2020,8.49,8.76,8.49,8.62,9360040,SSI,0.059234619140625,HOLD,0.13226644694805145,110185,949836.2744500005
103,6/5/2020,8.62,8.68,8.51,8.62,5731890,SSI,1.1205320358276367,BUY_50,0.36457502841949463,110187,970771.7872100006
104,6/8/2020,8.9,8.9,8.73,8.81,5993130,SSI,1.8450361490249634,BUY_50,0.38137316703796387,110188,959752.9784000006
105,6/9/2020,8.95,8.95,8.68,8.71,6435790,SSI,2.730433940887451,BUY_50,0.19755741953849792,110188,968568.0184000004
106,6/10/2020,8.65,8.84,8.46,8.79,6544090,SSI,3.192983865737915,BUY_50,0.10258245468139648,110188,901353.3384000005
107,6/11/2020,8.79,8.9,8.18,8.18,9349070,SSI,1.5571398735046387,BUY_50,0.3989122211933136,110188,937715.3784000005
108,6/12/2020,8.02,8.51,7.85,8.51,7587730,SSI,-1.23069167137146,SELL_50,0.00847363006323576,55094,905842.9484600006
109,6/15/2020,8.51,8.54,7.94,7.94,7253720,SSI,1.6065824031829834,BUY_50,0.2725582718849182,84590,940290.6502200005
110,6/16/2020,8.24,8.38,8.1,8.35,5005720,SSI,0.7122818231582642,BUY_50,0.3935166895389557,98599,929327.7850700006
111,6/17/2020,8.32,8.38,8.16,8.24,2911920,SSI,1.343186616897583,BUY_50,0.3931623101234436,105690,929269.3552300006
112,6/18/2020,8.07,8.24,8.07,8.24,1838500,SSI,0.8050361275672913,BUY_50,0.33366701006889343,109232,946717.2891500005
113,6/19/2020,8.24,8.4,8.18,8.4,4986110,SSI,2.459038019180298,BUY_50,0.25754281878471375,110968,941154.3067500005
114,6/22/2020,8.35,8.51,8.21,8.35,3766890,SSI,1.04656982421875,BUY_50,0.35047397017478943,111840,995948.6255500006
115,6/23/2020,8.49,8.92,8.49,8.84,14025040,SSI,0.9254381656646729,BUY_50,0.3273145258426666,112251,974617.3023100006
116,6/24/2020,8.84,8.98,8.62,8.65,5975970,SSI,1.7868220806121826,BUY_50,0.38812100887298584,112461,977989.3158100005
117,6/25/2020,8.6,8.71,8.46,8.68,3914840,SSI,1.2263084650039673,BUY_50,0.37853530049324036,112566,958852.1844100006
118,6/26/2020,8.73,8.9,8.49,8.51,4919890,SSI,0.22903573513031006,BUY_20,0.16690194606781006,112619,916056.5133800006
119,6/29/2020,8.51,8.51,8.05,8.13,7502050,SSI,0.39611494541168213,BUY_30,0.2057163566350937,112647,916056.2857400007
120,6/30/2020,8.35,8.38,7.94,8.13,3781930,SSI,2.2204477787017822,BUY_50,0.31777307391166687,112661,946474.6419200005
121,7/1/2020,8.21,8.46,8.1,8.4,3435740,SSI,0.6680526733398438,BUY_50,0.27149930596351624,112668,937461.1431200006
122,7/2/2020,8.35,8.4,8.27,8.32,2325600,SSI,1.1409692764282227,BUY_50,0.3676590919494629,112671,937461.1181600007
123,7/3/2020,8.4,8.4,8.29,8.32,2288480,SSI,1.8654322624206543,BUY_50,0.37897536158561707,112673,965629.3515200005
124,7/6/2020,8.4,8.57,8.32,8.57,3984350,SSI,1.3534473180770874,BUY_50,0.39169779419898987,112674,962249.1229500005
125,7/7/2020,8.6,8.71,8.51,8.54,4850680,SSI,1.7770856618881226,BUY_50,0.3883281648159027,112674,971263.0429500005
126,7/8/2020,8.51,8.62,8.43,8.62,2493090,SSI,1.8156349658966064,BUY_50,0.3845813274383545,112674,981403.7029500008
127,7/9/2020,8.73,8.79,8.62,8.71,4876340,SSI,0.11550486087799072,BUY_20,0.1436385065317154,112674,987037.4029500006
128,7/10/2020,8.65,8.87,8.65,8.76,9082870,SSI,1.7692784070968628,BUY_50,0.3890209496021271,112674,987037.4029500006
129,7/13/2020,8.84,8.92,8.71,8.76,5298630,SSI,0.46173739433288574,BUY_30,0.2219047099351883,112674,1033233.7429500006
130,7/14/2020,8.73,9.17,8.73,9.17,9138070,SSI,1.6273338794708252,BUY_50,0.39758747816085815,112674,1024219.8229500006
131,7/15/2020,9.23,9.23,9.06,9.09,4340580,SSI,0.42163634300231934,BUY_30,0.21230241656303406,112674,1027600.0429500005
132,7/16/2020,9.12,9.17,9.06,9.12,3531900,SSI,2.473841905593872,BUY_50,0.25912338495254517,112674,1033233.7429500006
133,7/17/2020,9.09,9.31,9.06,9.17,6824380,SSI,0.48948895931243896,BUY_30,0.22858841717243195,112674,1017459.3829500006
134,7/20/2020,9.35,9.35,9.03,9.03,6438130,SSI,1.87631356716156,BUY_50,0.3776179552078247,112674,1003938.5029500006
135,7/21/2020,9.14,9.17,8.82,8.91,6953920,SSI,1.9812192916870117,BUY_50,0.36271172761917114,112674,990417.6229500005
136,7/22/2020,9.0,9.03,8.79,8.79,3959010,SSI,1.5516421794891357,BUY_50,0.398933082818985,112674,980276.9629500005
137,7/23/2020,8.82,8.85,8.68,8.7,4378660,SSI,1.180077314376831,BUY_50,0.3732641637325287,112674,940841.0629500005
138,7/24/2020,8.68,8.7,8.15,8.35,9774930,SSI,1.024010419845581,BUY_50,0.3483395278453827,112674,875490.1429500006
139,7/27/2020,7.89,8.18,7.77,7.77,8310880,SSI,1.5630877017974854,BUY_50,0.39887601137161255,112674,935207.3629500007
140,7/28/2020,8.06,8.3,7.8,8.3,6648230,SSI,0.36231040954589844,BUY_30,0.19826647639274597,112674,892391.2429500006
141,7/29/2020,8.18,8.18,7.74,7.92,6325100,SSI,1.4503371715545654,BUY_50,0.3971642255783081,112674,904785.3829500006
142,7/30/2020,7.95,8.12,7.95,8.03,2699550,SSI,0.6123746037483215,BUY_50,0.25828316807746887,112674,892391.2429500006
143,7/31/2020,7.83,8.06,7.8,7.92,2832300,SSI,1.1789363622665405,BUY_50,0.3731080889701843,112674,928446.9229500006
144,8/3/2020,7.89,8.3,7.89,8.24,5017010,SSI,1.696523904800415,BUY_50,0.39438003301620483,112674,944221.2829500007
145,8/4/2020,8.38,8.44,8.21,8.38,4642760,SSI,2.188854455947876,BUY_50,0.3242284655570984,112674,954361.9429500006
146,8/5/2020,8.3,8.59,8.27,8.47,4672060,SSI,0.7698816061019897,BUY_50,0.2954578101634979,112674,944221.2829500007
147,8/6/2020,8.44,8.5,8.35,8.38,4168520,SSI,0.18134796619415283,BUY_20,0.1574712097644806,112674,937460.8429500007
148,8/7/2020,8.38,8.44,8.3,8.32,2562160,SSI,1.305298924446106,BUY_50,0.3876579701900482,112674,947601.5029500006
149,8/10/2020,8.47,8.53,8.41,8.41,3288010,SSI,2.293635606765747,BUY_50,0.301412433385849,112674,967882.8229500006
150,8/11/2020,8.5,8.62,8.41,8.59,5313900,SSI,1.2325105667114258,BUY_50,0.37994933128356934,112674,964502.6029500007
151,8/12/2020,8.62,8.65,8.47,8.56,2877790,SSI,2.009164810180664,BUY_50,0.3581758439540863,112674,978023.4829500006
152,8/13/2020,8.68,8.7,8.53,8.68,3734680,SSI,1.9904133081436157,BUY_50,0.3612443506717682,112674,961122.3829500006
153,8/14/2020,8.65,8.7,8.44,8.53,4301340,SSI,1.1081737279891968,BUY_50,0.36266234517097473,112674,954361.9429500006
154,8/17/2020,8.53,8.53,8.32,8.47,3811840,SSI,0.7472699284553528,BUY_50,0.2902512848377228,112674,947601.5029500006
155,8/18/2020,8.47,8.53,8.38,8.41,1931160,SSI,2.483907699584961,BUY_50,0.2566993534564972,112674,957742.1629500006
156,8/19/2020,8.38,8.53,8.38,8.5,2670190,SSI,2.5166404247283936,BUY_50,0.2487955540418625,112674,944221.2829500007
157,8/20/2020,8.5,8.53,8.38,8.38,2703510,SSI,0.4720357656478882,BUY_30,0.2243814468383789,112674,967882.8229500006
158,8/21/2020,8.44,8.59,8.38,8.59,3758250,SSI,2.4996612071990967,BUY_50,0.2528982162475586,112674,987037.4029500006
159,8/24/2020,8.68,8.82,8.62,8.76,7044900,SSI,1.9241920709609985,BUY_50,0.37124693393707275,112674,987037.4029500006
160,8/25/2020,8.85,8.91,8.73,8.76,4611300,SSI,1.4147003889083862,BUY_50,0.395577609539032,112674,990417.6229500005
161,8/26/2020,8.79,8.88,8.73,8.79,5419820,SSI,1.638201355934143,BUY_50,0.3972078561782837,112674,993797.8429500007
162,8/27/2020,8.79,8.85,8.73,8.82,3711300,SSI,2.473555088043213,BUY_50,0.25919273495674133,112674,993797.8429500007
163,8/28/2020,8.91,9.0,8.82,8.82,5869960,SSI,1.7042678594589233,BUY_50,0.3939051330089569,112674,980276.9629500005
164,8/31/2020,8.85,8.91,8.68,8.7,3994730,SSI,0.8463060855865479,BUY_50,0.3125714957714081,112674,993797.8429500007
165,9/1/2020,8.68,8.82,8.65,8.82,3449300,SSI,2.134369373321533,BUY_50,0.33530861139297485,112674,1003938.5029500006
166,9/3/2020,8.97,8.97,8.82,8.91,4876180,SSI,2.515247344970703,BUY_50,0.2491319328546524,112674,1014079.1629500006
167,9/4/2020,8.76,9.17,8.68,9.0,9713580,SSI,0.8172820806503296,BUY_50,0.3061693608760834,112674,1010698.9429500006
168,9/7/2020,9.06,9.26,8.94,8.97,9582630,SSI,0.8955332040786743,BUY_50,0.3231154978275299,112674,1039994.1829500006
169,9/8/2020,9.03,9.23,8.94,9.23,6831470,SSI,1.3575806617736816,BUY_50,0.39200785756111145,112674,1043374.4029500006
170,9/9/2020,9.06,9.29,9.03,9.26,7044490,SSI,2.2202084064483643,BUY_50,0.31759026646614075,112674,1043374.4029500006
171,9/10/2020,9.32,9.43,9.26,9.26,8787650,SSI,2.513206958770752,BUY_50,0.24962477385997772,112674,1036613.9629500005
172,9/11/2020,9.23,9.32,9.17,9.2,4402790,SSI,1.758756399154663,BUY_50,0.3899189233779907,112674,1036613.9629500005
173,9/14/2020,9.26,9.29,9.14,9.2,4644580,SSI,0.5500566363334656,BUY_50,0.24323055148124695,112674,1039994.1829500006
174,9/15/2020,9.23,9.43,9.2,9.23,7005050,SSI,3.1897056102752686,BUY_50,0.10313531011343002,112674,1046754.6229500005
175,9/16/2020,9.23,9.41,9.23,9.29,3807390,SSI,2.1750874519348145,BUY_50,0.3270839750766754,112674,1053515.0629500004
176,9/17/2020,9.32,9.38,9.23,9.35,6000380,SSI,-0.03937077522277832,HOLD,0.11374282836914062,56337,1062565.6020000004
177,9/18/2020,9.35,9.61,9.32,9.52,7903190,SSI,-1.3002671003341675,SELL_50,0.05067762732505798,28169,1065677.7226400007
178,9/21/2020,9.61,9.79,9.55,9.64,8122870,SSI,0.4877265691757202,BUY_30,0.3889349699020386,69358,1067361.4006800007
179,9/22/2020,9.55,9.7,9.55,9.67,6821140,SSI,-1.4426329135894775,SELL_50,0.03529825806617737,34679,1070147.1647500007
180,9/23/2020,9.67,9.81,9.67,9.76,5699700,SSI,-0.10819017887115479,SELL_20,0.28401070833206177,17340,1068417.3361100007
181,9/24/2020,9.7,9.81,9.64,9.67,4564860,SSI,1.3573565483093262,BUY_50,0.32329261302948,63913,1064132.1952000007
182,9/25/2020,9.7,9.73,9.49,9.61,7290520,SSI,1.0932055711746216,BUY_50,0.375373512506485,87322,1086610.9547100007
183,9/28/2020,9.67,9.9,9.67,9.87,5215260,SSI,0.901959240436554,BUY_50,0.3989352583885193,98707,1078602.0247600006
184,9/29/2020,9.96,10.02,9.76,9.79,6122220,SSI,0.6939702033996582,BUY_50,0.35301288962364197,104440,1090034.2986900008
185,9/30/2020,9.79,9.93,9.7,9.9,4432160,SSI,0.048494815826416016,HOLD,0.15851594507694244,107272,1143642.261890001
186,10/1/2020,9.99,10.52,9.93,10.4,10321030,SSI,1.9727897644042969,BUY_50,0.36110422015190125,108618,1140369.7234900007
187,10/2/2020,10.46,10.54,9.93,10.37,10961430,SSI,0.22805964946746826,BUY_20,0.16529542207717896,109293,1172057.693740001
188,10/5/2020,10.54,10.69,10.4,10.66,6672820,SSI,-0.32699477672576904,SELL_30,0.06795182824134827,54647,1168196.3473800006
189,10/6/2020,10.66,10.72,10.49,10.6,5228170,SSI,0.5926862955093384,BUY_50,0.3953257203102112,82427,1153889.289380001
190,10/7/2020,10.52,10.6,10.4,10.43,5770720,SSI,2.1746456623077393,BUY_50,0.15953966975212097,96529,1153742.2055200008
191,10/8/2020,10.49,10.54,10.28,10.43,4663470,SSI,0.35742294788360596,BUY_30,0.3086717426776886,103573,1162990.3066000007
192,10/9/2020,10.52,10.66,10.43,10.52,3870610,SSI,2.2017407417297363,BUY_50,0.27887749671936035,107061,1153318.1228400008
193,10/12/2020,10.63,10.63,10.37,10.43,4849320,SSI,0.13699877262115479,BUY_20,0.16109594702720642,108819,1133712.366900001
194,10/13/2020,10.43,10.49,10.25,10.25,4374250,SSI,1.5242202281951904,BUY_50,0.3987748324871063,109712,1168811.0536500008
195,10/14/2020,10.28,10.57,10.19,10.57,5379490,SSI,1.7472121715545654,BUY_50,0.3916316330432892,110145,1172110.826840001
196,10/15/2020,10.69,10.72,10.54,10.6,4732880,SSI,0.9181235432624817,BUY_50,0.32609823346138,110360,1172108.5478400008
197,10/16/2020,10.57,10.69,10.49,10.6,4444100,SSI,1.1657720804214478,BUY_50,0.3704192042350769,110468,1185363.5630400009
198,10/19/2020,10.69,10.92,10.6,10.72,9462400,SSI,2.3336288928985596,BUY_50,0.29336103796958923,110521,1175416.104880001
199,10/20/2020,10.72,10.72,10.46,10.63,4191320,SSI,0.48177123069763184,BUY_30,0.22605739533901215,110548,1143356.897870001
200,10/21/2020,10.63,10.69,10.34,10.34,7065620,SSI,-0.5602794885635376,SELL_50,0.04338632896542549,55274,1152734.6847100009
201,10/22/2020,10.25,10.52,10.17,10.52,6686080,SSI,1.1975281238555908,BUY_50,0.357409805059433,82424,1147503.626710001
202,10/23/2020,10.57,10.6,10.34,10.46,4370330,SSI,0.46464934945106506,BUY_30,0.37369492650032043,96063,1130069.6227700007
203,10/26/2020,10.46,10.57,10.28,10.28,4731880,SSI,2.0015454292297363,BUY_50,0.26180800795555115,102995,1106309.511810001
